Orthogroup	Desmarestia-dudresnayi_BRAKER_proteins	Desmarestia-herbacea_MALE_proteins	PUBLIC_Ectocarpus-sp7_proteins	PUBLIC_Undaria-pinnatifida_MALE.pep	Schizocladia-ischiensis_proteins	Scytosiphon-promiscuus_MALE_proteins
OG0007082	Ddudresnayi_g15845.t1	prot_D-herbacea_M_contig196.4697.1	Ec-24_001460.1	Upin_00016297	prot_S-ischiensis_contig2.5327.1	prot_S-promiscuus_M_contig54.15498.1
OG0007083	Ddudresnayi_g15846.t1	prot_D-herbacea_M_contig196.4698.1	Ec-24_001480.1	Upin_00016150	prot_S-ischiensis_contig51.14772.1	prot_S-promiscuus_M_contig54.15497.1
OG0007084	Ddudresnayi_g15874.t1	prot_D-herbacea_M_contig92.15871.1	Ec-23_002040.1	Upin_00005450	prot_S-ischiensis_contig47.13630.1	prot_S-promiscuus_M_contig25.7444.1
OG0007085	Ddudresnayi_g15878.t1	prot_D-herbacea_M_contig92.15867.1	Ec-00_011460.1	Upin_00005447	prot_S-ischiensis_contig22.6716.1	prot_S-promiscuus_M_contig40.12783.1
OG0007086	Ddudresnayi_g15879.t1	prot_D-herbacea_M_contig92.15865.1, prot_D-herbacea_M_contig92.15866.1	Ec-00_007530.1, Ec-00_007530.4			prot_S-promiscuus_M_contig40.12784.1
OG0007087	Ddudresnayi_g15883.t1	prot_D-herbacea_M_contig92.15858.1	Ec-23_000050.1, Ec-23_000050.2	Upin_00005621		prot_S-promiscuus_M_contig40.12778.1
OG0007088	Ddudresnayi_g15891.t1	prot_D-herbacea_M_contig92.15851.1	Ec-23_000110.1	Upin_00005619	prot_S-ischiensis_contig104.1792.1	prot_S-promiscuus_M_contig40.12771.1
OG0007089	Ddudresnayi_g15906.t1	prot_D-herbacea_M_contig107.743.1	Ec-22_001100.1	Upin_00023919	prot_S-ischiensis_contig13.2954.1	prot_S-promiscuus_M_contig37.11465.1
OG0007090	Ddudresnayi_g15908.t1	prot_D-herbacea_M_contig107.745.1	Ec-22_001130.1	Upin_00023918	prot_S-ischiensis_contig10.1494.1	prot_S-promiscuus_M_contig37.11463.1
OG0007091	Ddudresnayi_g15910.t1	prot_D-herbacea_M_contig107.747.1, prot_D-herbacea_M_contig107.748.1	Ec-22_001140.1		prot_S-ischiensis_contig10.1493.1	prot_S-promiscuus_M_contig37.11462.1
OG0007092	Ddudresnayi_g15937.t1, Ddudresnayi_g15948.t1, Ddudresnayi_g15949.t1, Ddudresnayi_g15950.t1, Ddudresnayi_g15951.t1	prot_D-herbacea_M_contig143.2582.1				
OG0007093	Ddudresnayi_g15943.t1	prot_D-herbacea_M_contig143.2588.1	Ec-22_002850.1	Upin_00023908	prot_S-ischiensis_contig3.9077.1	prot_S-promiscuus_M_contig39.11944.1
OG0007094	Ddudresnayi_g15946.t1	prot_D-herbacea_M_contig143.2584.1	Ec-22_002830.1	Upin_00024066	prot_S-ischiensis_contig103.1789.1	prot_S-promiscuus_M_contig39.11942.1
OG0007095	Ddudresnayi_g15947.t1	prot_D-herbacea_M_contig143.2583.1	Ec-22_002870.1	Upin_00024072	prot_S-ischiensis_contig29.8717.1	prot_S-promiscuus_M_contig39.11952.1
OG0007096	Ddudresnayi_g15952.t1	prot_D-herbacea_M_contig143.2580.1	Ec-22_003080.1	Upin_00024071	prot_S-ischiensis_contig73.18616.1	prot_S-promiscuus_M_contig39.11856.1
OG0007097	Ddudresnayi_g15959.t1	prot_D-herbacea_M_contig143.2573.1	Ec-22_002360.1	Upin_00024042	prot_S-ischiensis_contig29.8784.1	prot_S-promiscuus_M_contig39.11909.1
OG0007098	Ddudresnayi_g15962.t1	prot_D-herbacea_M_contig143.2569.1, prot_D-herbacea_M_contig143.2570.1, prot_D-herbacea_M_contig143.2571.1	Ec-22_002280.1		prot_S-ischiensis_contig78.19057.1	
OG0007099	Ddudresnayi_g15968.t1	prot_D-herbacea_M_contig143.2563.1	Ec-22_002700.1	Upin_00023900	prot_S-ischiensis_contig29.8693.1	prot_S-promiscuus_M_contig39.11933.1
OG0007100	Ddudresnayi_g15971.t1	prot_D-herbacea_M_contig143.2560.1	Ec-22_002680.1	Upin_00024056	prot_S-ischiensis_contig85.20161.1	prot_S-promiscuus_M_contig39.11931.1
OG0007101	Ddudresnayi_g15972.t1	prot_D-herbacea_M_contig143.2561.1	Ec-22_002670.1	Upin_00023898	prot_S-ischiensis_contig78.19062.1	prot_S-promiscuus_M_contig39.11930.1
OG0007102	Ddudresnayi_g15982.t1	prot_D-herbacea_M_contig245.6582.1	Ec-22_002600.1	Upin_00023896	prot_S-ischiensis_contig29.8697.1	prot_S-promiscuus_M_contig39.11923.1
OG0007103	Ddudresnayi_g15983.t1	prot_D-herbacea_M_contig245.6584.1	Ec-22_002580.1	Upin_00024426	prot_S-ischiensis_contig29.8700.1	prot_S-promiscuus_M_contig39.11922.1
OG0007104	Ddudresnayi_g15988.t1	prot_D-herbacea_M_contig245.6587.1	Ec-22_002520.1	Upin_00024050	prot_S-ischiensis_contig29.8695.1	prot_S-promiscuus_M_contig39.11916.1
OG0007105	Ddudresnayi_g15991.t1	prot_D-herbacea_M_contig245.6589.1	Ec-22_002970.1, Ec-22_002970.2	Upin_00024049		prot_S-promiscuus_M_contig1.433.1
OG0007106	Ddudresnayi_g16003.t1	prot_D-herbacea_M_contig138.2291.1	Ec-22_002370.1	Upin_00023885	prot_S-ischiensis_contig3.8932.1	prot_S-promiscuus_M_contig39.11907.1
OG0007107	Ddudresnayi_g16008.t1	prot_D-herbacea_M_contig138.2297.1	Ec-22_002440.1	Upin_00024038	prot_S-ischiensis_contig3.9052.1	prot_S-promiscuus_M_contig39.11900.1
OG0007108	Ddudresnayi_g16009.t1	prot_D-herbacea_M_contig138.2298.1	Ec-22_002450.1	Upin_00023884	prot_S-ischiensis_contig3.9051.1	prot_S-promiscuus_M_contig39.11898.1
OG0007109	Ddudresnayi_g16010.t1	prot_D-herbacea_M_contig138.2299.1	Ec-22_003010.1, Ec-22_003010.3	Upin_00023882		prot_S-promiscuus_M_contig39.11882.1
OG0007110	Ddudresnayi_g16013.t1	prot_D-herbacea_M_contig138.2303.1	Ec-22_002490.1	Upin_00024035	prot_S-ischiensis_contig83.19968.1	prot_S-promiscuus_M_contig39.11896.1
OG0007111	Ddudresnayi_g16022.t1	prot_D-herbacea_M_contig138.2309.1	Ec-22_001850.1, Ec-22_001850.2	Upin_00024029		prot_S-promiscuus_M_contig37.11495.1
OG0007112	Ddudresnayi_g16025.t1	prot_D-herbacea_M_contig274.7455.1	Ec-22_001860.1	Upin_00024031	prot_S-ischiensis_contig29.8807.1	prot_S-promiscuus_M_contig37.11494.1
OG0007113	Ddudresnayi_g16050.t1	prot_D-herbacea_M_contig100.361.1	Ec-22_001810.1	Upin_00024208	prot_S-ischiensis_contig81.19870.1	prot_S-promiscuus_M_contig37.11490.1
OG0007114	Ddudresnayi_g16060.t1	prot_D-herbacea_M_contig8.14939.1	Ec-15_004230.1	Upin_00009733	prot_S-ischiensis_contig43.12961.1	prot_S-promiscuus_M_contig11.1412.1
OG0007115	Ddudresnayi_g16061.t1	prot_D-herbacea_M_contig8.14938.1	Ec-15_004240.1	Upin_00010367	prot_S-ischiensis_contig12.2659.1	prot_S-promiscuus_M_contig11.1411.1
OG0007116	Ddudresnayi_g16074.t1	prot_D-herbacea_M_contig8.14931.1	Ec-15_004330.1	Upin_00009915	prot_S-ischiensis_contig4.11886.1	prot_S-promiscuus_M_contig11.1404.1
OG0007117	Ddudresnayi_g16075.t1		Ec-15_004320.1, Ec-15_004320.2, Ec-15_004320.3	Upin_00009730		prot_S-promiscuus_M_contig11.1405.1
OG0007118	Ddudresnayi_g16080.t1	prot_D-herbacea_M_contig8.14929.1	Ec-15_004400.1	Upin_00010149	prot_S-ischiensis_contig74.18811.1	prot_S-promiscuus_M_contig11.1393.1
OG0007119	Ddudresnayi_g16091.t1	prot_D-herbacea_M_contig8.14919.1	Ec-15_004430.1	Upin_00009926	prot_S-ischiensis_contig43.12982.1	prot_S-promiscuus_M_contig11.1386.1
OG0007120	Ddudresnayi_g16099.t1	prot_D-herbacea_M_contig8.14914.1	Ec-15_004420.1	Upin_00009741	prot_S-ischiensis_contig3.9231.1	prot_S-promiscuus_M_contig11.1385.1
OG0007121	Ddudresnayi_g16100.t1, Ddudresnayi_g16101.t1	prot_D-herbacea_M_contig8.14913.1	Ec-15_004510.1	Upin_00010194		prot_S-promiscuus_M_contig11.1384.1
OG0007122	Ddudresnayi_g16107.t1	prot_D-herbacea_M_contig3.7969.1	Ec-15_004630.1	Upin_00009764	prot_S-ischiensis_contig43.12959.1	prot_S-promiscuus_M_contig11.1359.1
OG0007123	Ddudresnayi_g16115.t1	prot_D-herbacea_M_contig3.7976.1	Ec-15_004560.1	Upin_00010406	prot_S-ischiensis_contig3.9080.1	prot_S-promiscuus_M_contig11.1354.1
OG0007124	Ddudresnayi_g16119.t1	prot_D-herbacea_M_contig3.7981.1	Ec-15_004670.1, Ec-15_004670.3	Upin_00009951		prot_S-promiscuus_M_contig11.1369.1
OG0007125	Ddudresnayi_g16124.t1	prot_D-herbacea_M_contig3.7984.1	Ec-15_003260.1	Upin_00009759	prot_S-ischiensis_contig53.15066.1	prot_S-promiscuus_M_contig11.1550.1
OG0007126	Ddudresnayi_g16145.t1	prot_D-herbacea_M_contig3.7997.1	Ec-15_002950.1	Upin_00009754	prot_S-ischiensis_contig101.1718.1	prot_S-promiscuus_M_contig11.1514.1
OG0007127	Ddudresnayi_g16154.t1	prot_D-herbacea_M_contig3.8004.1	Ec-15_002810.1	Upin_00009941	prot_S-ischiensis_contig21.6284.1	prot_S-promiscuus_M_contig11.1565.1
OG0007128	Ddudresnayi_g16163.t1	prot_D-herbacea_M_contig3.8011.1	Ec-15_002780.1, Ec-15_002780.2	Upin_00010172		prot_S-promiscuus_M_contig11.1568.1
OG0007129	Ddudresnayi_g16169.t1	prot_D-herbacea_M_contig3.8016.1	Ec-15_002740.1	Upin_00010196	prot_S-ischiensis_contig32.10110.1	prot_S-promiscuus_M_contig11.1572.1
OG0007130	Ddudresnayi_g16175.t1	prot_D-herbacea_M_contig3.8021.1	Ec-15_002640.1	Upin_00009768	prot_S-ischiensis_contig32.10119.1	prot_S-promiscuus_M_contig11.1575.1
OG0007131	Ddudresnayi_g16183.t1	prot_D-herbacea_M_contig3.8026.1	Ec-15_002600.1	Upin_00009772	prot_S-ischiensis_contig29.8654.1	prot_S-promiscuus_M_contig11.1587.1
OG0007132	Ddudresnayi_g16189.t1	prot_D-herbacea_M_contig3.8028.1	Ec-15_002540.1	Upin_00009773	prot_S-ischiensis_contig84.20070.1	prot_S-promiscuus_M_contig11.1592.1
OG0007133	Ddudresnayi_g16194.t1	prot_D-herbacea_M_contig3.8032.1	Ec-15_002580.1	Upin_00009774	prot_S-ischiensis_contig84.20077.1	prot_S-promiscuus_M_contig11.1588.1
OG0007134	Ddudresnayi_g16196.t1	prot_D-herbacea_M_contig3.8033.1	Ec-15_002120.1	Upin_00009775	prot_S-ischiensis_contig44.13088.1	prot_S-promiscuus_M_contig11.1593.1
OG0007135	Ddudresnayi_g16199.t1	prot_D-herbacea_M_contig3.8035.1	Ec-15_002140.1	Upin_00009776	prot_S-ischiensis_contig84.20083.1	prot_S-promiscuus_M_contig11.1595.1
OG0007136	Ddudresnayi_g16202.t1	prot_D-herbacea_M_contig3.8037.1	Ec-15_002170.1	Upin_00009777	prot_S-ischiensis_contig61.16951.1	prot_S-promiscuus_M_contig11.1597.1
OG0007137	Ddudresnayi_g16204.t1	prot_D-herbacea_M_contig3.8039.1	Ec-15_002190.1	Upin_00009974	prot_S-ischiensis_contig1.336.1	prot_S-promiscuus_M_contig11.1599.1
OG0007138	Ddudresnayi_g16215.t1	prot_D-herbacea_M_contig3.8044.1	Ec-05_002790.1	Upin_00009978	prot_S-ischiensis_contig18.4780.1	prot_S-promiscuus_M_contig20.5864.1
OG0007139	Ddudresnayi_g16221.t1	prot_D-herbacea_M_contig3.8048.1	Ec-15_002290.1	Upin_00009782	prot_S-ischiensis_contig35.10957.1	prot_S-promiscuus_M_contig11.1609.1
OG0007140	Ddudresnayi_g16228.t1	prot_D-herbacea_M_contig3.8054.1	Ec-15_002340.1	Upin_00009784	prot_S-ischiensis_contig43.12911.1	prot_S-promiscuus_M_contig11.1612.1
OG0007141	Ddudresnayi_g16229.t1	prot_D-herbacea_M_contig3.8055.1	Ec-15_002350.1	Upin_00009987	prot_S-ischiensis_contig43.12984.1	prot_S-promiscuus_M_contig11.1613.1
OG0007142	Ddudresnayi_g16230.t1	prot_D-herbacea_M_contig3.8056.1	Ec-15_002360.1	Upin_00009785	prot_S-ischiensis_contig43.12985.1	prot_S-promiscuus_M_contig11.1614.1
OG0007143	Ddudresnayi_g16231.t1	prot_D-herbacea_M_contig3.8057.1	Ec-15_002370.1	Upin_00009988	prot_S-ischiensis_contig26.8036.1	prot_S-promiscuus_M_contig11.1615.1
OG0007144	Ddudresnayi_g16234.t1	prot_D-herbacea_M_contig3.8058.1	Ec-15_002400.1	Upin_00009990	prot_S-ischiensis_contig43.12913.1	prot_S-promiscuus_M_contig11.1617.1
OG0007145	Ddudresnayi_g16236.t1	prot_D-herbacea_M_contig3.8060.1	Ec-15_002420.1	Upin_00009991	prot_S-ischiensis_contig35.10951.1	prot_S-promiscuus_M_contig11.1619.1
OG0007146	Ddudresnayi_g16248.t1	prot_D-herbacea_M_contig3.8069.1	Ec-15_002020.1	Upin_00009791	prot_S-ischiensis_contig17.4514.1	prot_S-promiscuus_M_contig11.1629.1
OG0007147	Ddudresnayi_g16257.t1	prot_D-herbacea_M_contig3.8077.1	Ec-15_001860.1	Upin_00010000	prot_S-ischiensis_contig35.10920.1	prot_S-promiscuus_M_contig11.1644.1
OG0007148	Ddudresnayi_g16264.t1	prot_D-herbacea_M_contig3.8083.1	Ec-15_001850.1	Upin_00009797	prot_S-ischiensis_contig11.2094.1	prot_S-promiscuus_M_contig11.1645.1
OG0007149	Ddudresnayi_g16270.t1	prot_D-herbacea_M_contig3.8089.1	Ec-15_001680.1	Upin_00009800	prot_S-ischiensis_contig17.4511.1	prot_S-promiscuus_M_contig11.1652.1
OG0007150	Ddudresnayi_g16278.t1		Ec-15_001020.1	Upin_00010011	prot_S-ischiensis_contig17.4515.1, prot_S-ischiensis_contig17.4516.1	prot_S-promiscuus_M_contig11.1674.1
OG0007151	Ddudresnayi_g16281.t1	prot_D-herbacea_M_contig3.8100.1	Ec-15_001040.1	Upin_00009808	prot_S-ischiensis_contig36.11170.1	prot_S-promiscuus_M_contig11.1665.1
OG0007152	Ddudresnayi_g16282.t1	prot_D-herbacea_M_contig3.8101.1, prot_D-herbacea_M_contig3.8102.1	Ec-15_001050.1	Upin_00010013		prot_S-promiscuus_M_contig11.1666.1
OG0007153	Ddudresnayi_g16285.t1	prot_D-herbacea_M_contig3.8108.1	Ec-15_001120.1	Upin_00010239	prot_S-ischiensis_contig17.4243.1	prot_S-promiscuus_M_contig11.1672.1
OG0007154	Ddudresnayi_g16286.t1	prot_D-herbacea_M_contig3.8109.1	Ec-15_001130.1	Upin_00009805	prot_S-ischiensis_contig29.8655.1	prot_S-promiscuus_M_contig11.1673.1
OG0007155	Ddudresnayi_g16289.t1	prot_D-herbacea_M_contig3.8113.1	Ec-00_006320.1	Upin_00010015	prot_S-ischiensis_contig17.4391.1	prot_S-promiscuus_M_contig11.1661.1
OG0007156	Ddudresnayi_g16308.t1	prot_D-herbacea_M_contig704.14302.1	Ec-15_001270.1	Upin_00009817	prot_S-ischiensis_contig115.2465.1	prot_S-promiscuus_M_contig11.1687.1
OG0007157	Ddudresnayi_g16309.t1	prot_D-herbacea_M_contig704.14301.1	Ec-15_001250.1	Upin_00010023	prot_S-ischiensis_contig115.2463.1	prot_S-promiscuus_M_contig11.1686.1
OG0007158	Ddudresnayi_g16310.t1	prot_D-herbacea_M_contig704.14300.1	Ec-15_001370.1	Upin_00010024	prot_S-ischiensis_contig33.10493.1	prot_S-promiscuus_M_contig11.1699.1
OG0007159	Ddudresnayi_g16311.t1	prot_D-herbacea_M_contig704.14299.1	Ec-15_001380.1	Upin_00009818	prot_S-ischiensis_contig17.4239.1	prot_S-promiscuus_M_contig11.1698.1
OG0007160	Ddudresnayi_g16316.t1	prot_D-herbacea_M_contig13.1991.1	Ec-15_001420.1, Ec-15_001420.2	Upin_00010027		prot_S-promiscuus_M_contig11.1694.1
OG0007161	Ddudresnayi_g16325.t1	prot_D-herbacea_M_contig13.1985.1	Ec-15_001290.1	Upin_00010029	prot_S-ischiensis_contig44.13032.1	prot_S-promiscuus_M_contig11.1688.1
OG0007162	Ddudresnayi_g16326.t1	prot_D-herbacea_M_contig13.1983.1	Ec-15_001360.1	Upin_00009821	prot_S-ischiensis_contig84.20042.1	prot_S-promiscuus_M_contig11.1693.1
OG0007163	Ddudresnayi_g16329.t1	prot_D-herbacea_M_contig13.1979.1	Ec-15_001330.1	Upin_00010031	prot_S-ischiensis_contig33.10476.1	prot_S-promiscuus_M_contig11.1691.1
OG0007164	Ddudresnayi_g16331.t1	prot_D-herbacea_M_contig13.1978.1	Ec-15_001470.1	Upin_00009825	prot_S-ischiensis_contig44.13038.1	prot_S-promiscuus_M_contig11.1711.1
OG0007165	Ddudresnayi_g16341.t1	prot_D-herbacea_M_contig13.1970.1	Ec-15_001310.1	Upin_00010032	prot_S-ischiensis_contig84.20067.1	prot_S-promiscuus_M_contig11.1690.1
OG0007166	Ddudresnayi_g16348.t1	prot_D-herbacea_M_contig13.1966.1	Ec-15_001650.1	Upin_00009828		prot_S-promiscuus_M_contig11.1718.1, prot_S-promiscuus_M_contig11.1721.1
OG0007167	Ddudresnayi_g16351.t1	prot_D-herbacea_M_contig13.1964.1	Ec-15_001610.1	Upin_00010039	prot_S-ischiensis_contig17.4536.1	prot_S-promiscuus_M_contig11.1716.1
OG0007168	Ddudresnayi_g16353.t1	prot_D-herbacea_M_contig13.1962.1	Ec-15_001580.1	Upin_00009832	prot_S-ischiensis_contig30.9813.1	prot_S-promiscuus_M_contig11.1712.1
OG0007169	Ddudresnayi_g16369.t1	prot_D-herbacea_M_contig13.1940.1	Ec-15_000730.1	Upin_00009839	prot_S-ischiensis_contig84.20047.1	prot_S-promiscuus_M_contig11.1745.1
OG0007170	Ddudresnayi_g16371.t1	prot_D-herbacea_M_contig13.1939.1	Ec-15_000800.1, Ec-15_000800.2	Upin_00010505		prot_S-promiscuus_M_contig11.1733.1
OG0007171	Ddudresnayi_g16373.t1	prot_D-herbacea_M_contig13.1937.1	Ec-15_000790.1	Upin_00009835	prot_S-ischiensis_contig17.4399.1	prot_S-promiscuus_M_contig11.1732.1
OG0007172	Ddudresnayi_g16383.t1	prot_D-herbacea_M_contig13.1931.1	Ec-15_000750.1	Upin_00009838	prot_S-ischiensis_contig84.20046.1	prot_S-promiscuus_M_contig11.1742.1
OG0007173	Ddudresnayi_g16396.t1	prot_D-herbacea_M_contig13.1914.1	Ec-15_000510.1	Upin_00009848	prot_S-ischiensis_contig17.4522.1	prot_S-promiscuus_M_contig11.1772.1
OG0007174	Ddudresnayi_g16403.t1	prot_D-herbacea_M_contig13.1907.1	Ec-15_000600.1	Upin_00010519	prot_S-ischiensis_contig17.4409.1	prot_S-promiscuus_M_contig11.1769.1
OG0007175	Ddudresnayi_g16407.t1	prot_D-herbacea_M_contig13.1904.1	Ec-15_000050.1	Upin_00009852	prot_S-ischiensis_contig3.9620.1	prot_S-promiscuus_M_contig11.1812.1
OG0007176	Ddudresnayi_g16419.t1	prot_D-herbacea_M_contig699.14096.1	Ec-15_000060.1	Upin_00010064	prot_S-ischiensis_contig3.9376.1	prot_S-promiscuus_M_contig11.1815.1
OG0007177	Ddudresnayi_g16420.t1	prot_D-herbacea_M_contig699.14095.1	Ec-15_000070.1	Upin_00009853	prot_S-ischiensis_contig3.9375.1	prot_S-promiscuus_M_contig11.1816.1
OG0007178	Ddudresnayi_g16426.t1	prot_D-herbacea_M_contig257.6876.1	Ec-15_000290.1	Upin_00009858	prot_S-ischiensis_contig96.21103.1	prot_S-promiscuus_M_contig11.1792.1
OG0007179	Ddudresnayi_g16429.t1	prot_D-herbacea_M_contig257.6875.1	Ec-15_000300.1	Upin_00010293	prot_S-ischiensis_contig105.1846.1	prot_S-promiscuus_M_contig11.1793.1
OG0007180	Ddudresnayi_g16431.t1	prot_D-herbacea_M_contig257.6872.1	Ec-15_000150.1, Ec-15_000150.2	Upin_00009856		prot_S-promiscuus_M_contig11.1809.1
OG0007181	Ddudresnayi_g16435.t1, Ddudresnayi_g20592.t1	prot_D-herbacea_M_contig164.3560.1, prot_D-herbacea_M_contig164.3561.1	Ec-18_000750.1	Upin_00016241		
OG0007182	Ddudresnayi_g16439.t1	prot_D-herbacea_M_contig257.6866.1	Ec-15_000140.1	Upin_00010067	prot_S-ischiensis_contig17.4504.1	prot_S-promiscuus_M_contig11.1810.1
OG0007183	Ddudresnayi_g16444.t1	prot_D-herbacea_M_contig257.6860.1	Ec-15_000320.1	Upin_00010092	prot_S-ischiensis_contig28.8624.1	prot_S-promiscuus_M_contig11.1795.1
OG0007184	Ddudresnayi_g16460.t1	prot_D-herbacea_M_contig271.7395.1	Ec-15_000350.1	Upin_00010088	prot_S-ischiensis_contig28.8625.1	prot_S-promiscuus_M_contig11.1781.1
OG0007185	Ddudresnayi_g16546.t1	prot_D-herbacea_M_contig306.8288.1	Ec-28_000160.1	Upin_00020265	prot_S-ischiensis_contig14.3320.1	prot_S-promiscuus_M_contig7.17421.1
OG0007186	Ddudresnayi_g16551.t1	prot_D-herbacea_M_contig306.8291.1	Ec-28_000120.1	Upin_00021039	prot_S-ischiensis_contig14.3204.1	prot_S-promiscuus_M_contig7.17417.1
OG0007187	Ddudresnayi_g16552.t1, Ddudresnayi_g16553.t1	prot_D-herbacea_M_contig306.8292.1	Ec-28_000130.1	Upin_00020268		prot_S-promiscuus_M_contig7.17415.1
OG0007188	Ddudresnayi_g16566.t1	prot_D-herbacea_M_contig248.6645.1	Ec-28_000060.1	Upin_00020264	prot_S-ischiensis_contig14.3165.1	prot_S-promiscuus_M_contig7.17409.1
OG0007189	Ddudresnayi_g16569.t1	prot_D-herbacea_M_contig248.6643.1	Ec-28_000670.1	Upin_00020510	prot_S-ischiensis_contig31.9968.1	prot_S-promiscuus_M_contig7.17343.1
OG0007190	Ddudresnayi_g16594.t1	prot_D-herbacea_M_contig340.9037.1	Ec-28_000580.1	Upin_00020502	prot_S-ischiensis_contig14.3429.1	prot_S-promiscuus_M_contig7.17346.1
OG0007191	Ddudresnayi_g16595.t1	prot_D-herbacea_M_contig340.9035.1	Ec-28_000570.1	Upin_00020260	prot_S-ischiensis_contig31.10016.1	prot_S-promiscuus_M_contig7.17347.1
OG0007192	Ddudresnayi_g16601.t1	prot_D-herbacea_M_contig340.9031.1	Ec-28_000560.1	Upin_00020503	prot_S-ischiensis_contig14.3347.1	prot_S-promiscuus_M_contig7.17348.1
OG0007193	Ddudresnayi_g16608.t1	prot_D-herbacea_M_contig340.9030.1	Ec-28_001010.1	Upin_00020251	prot_S-ischiensis_contig11.2177.1	prot_S-promiscuus_M_contig7.17372.1
OG0007194	Ddudresnayi_g16614.t1	prot_D-herbacea_M_contig340.9026.1	Ec-04_004595.1	Upin_00020414, Upin_00020415		prot_S-promiscuus_M_contig6.16182.1
OG0007195	Ddudresnayi_g16615.t1	prot_D-herbacea_M_contig340.9025.1	Ec-04_004570.1	Upin_00020417	prot_S-ischiensis_contig5.14073.1	prot_S-promiscuus_M_contig6.16178.1
OG0007196	Ddudresnayi_g16618.t1	prot_D-herbacea_M_contig207.5379.1	Ec-28_000970.1	Upin_00021022	prot_S-ischiensis_contig44.13070.1	prot_S-promiscuus_M_contig7.17369.1
OG0007197	Ddudresnayi_g16621.t1	prot_D-herbacea_M_contig207.5381.1	Ec-28_000950.1	Upin_00020495	prot_S-ischiensis_contig14.3167.1	prot_S-promiscuus_M_contig7.17362.1
OG0007198	Ddudresnayi_g16622.t1	prot_D-herbacea_M_contig207.5383.1	Ec-28_000940.1	Upin_00020760	prot_S-ischiensis_contig14.3221.1	prot_S-promiscuus_M_contig7.17361.1
OG0007199	Ddudresnayi_g16625.t1	prot_D-herbacea_M_contig207.5386.1	Ec-28_000910.1	Upin_00020255	prot_S-ischiensis_contig8.19703.1	prot_S-promiscuus_M_contig7.17359.1
OG0007200	Ddudresnayi_g16633.t1	prot_D-herbacea_M_contig207.5394.1	Ec-28_000760.1	Upin_00020244	prot_S-ischiensis_contig5.14258.1	prot_S-promiscuus_M_contig7.17333.1
OG0007201	Ddudresnayi_g16634.t1	prot_D-herbacea_M_contig207.5395.1	Ec-28_000730.1	Upin_00020488	prot_S-ischiensis_contig5.14283.1	prot_S-promiscuus_M_contig7.17332.1
OG0007202	Ddudresnayi_g16636.t1	prot_D-herbacea_M_contig207.5396.1	Ec-28_000800.1, Ec-28_000800.2	Upin_00020245		prot_S-promiscuus_M_contig7.17331.1
OG0007203	Ddudresnayi_g16638.t1	prot_D-herbacea_M_contig207.5398.1	Ec-04_006190.1	Upin_00020246	prot_S-ischiensis_contig5.14263.1	prot_S-promiscuus_M_contig7.17477.1
OG0007204	Ddudresnayi_g16645.t1		Ec-04_006250.1, Ec-04_006250.3, Ec-04_006250.4	Upin_00020492		prot_S-promiscuus_M_contig7.17472.1
OG0007205	Ddudresnayi_g16646.t1, Ddudresnayi_g16647.t1	prot_D-herbacea_M_contig103.542.1	Ec-04_006240.1		prot_S-ischiensis_contig14.3172.1	prot_S-promiscuus_M_contig7.17473.1
OG0007206	Ddudresnayi_g16650.t1	prot_D-herbacea_M_contig103.539.1	Ec-04_006210.1	Upin_00020247	prot_S-ischiensis_contig5.14308.1	prot_S-promiscuus_M_contig7.17475.1
OG0007207	Ddudresnayi_g16651.t1	prot_D-herbacea_M_contig103.538.1	Ec-28_000790.1	Upin_00020242	prot_S-ischiensis_contig9.20744.1	prot_S-promiscuus_M_contig7.17337.1
OG0007208	Ddudresnayi_g16652.t1	prot_D-herbacea_M_contig103.537.1	Ec-28_000720.1	Upin_00020486	prot_S-ischiensis_contig9.20745.1	prot_S-promiscuus_M_contig7.17338.1
OG0007209	Ddudresnayi_g16660.t1	prot_D-herbacea_M_contig103.533.1	Ec-28_001040.1	Upin_00020485	prot_S-ischiensis_contig9.20795.1	prot_S-promiscuus_M_contig7.17378.1
OG0007210	Ddudresnayi_g16661.t1		Ec-28_001030.4, Ec-28_001030.5	Upin_00020239	prot_S-ischiensis_contig9.20739.1	prot_S-promiscuus_M_contig7.17377.1
OG0007211	Ddudresnayi_g16679.t1	prot_D-herbacea_M_contig103.522.1	Ec-04_006360.1	Upin_00020231	prot_S-ischiensis_contig5.14271.1	prot_S-promiscuus_M_contig7.17458.1
OG0007212	Ddudresnayi_g16687.t1	prot_D-herbacea_M_contig103.515.1	Ec-04_006430.1	Upin_00020476	prot_S-ischiensis_contig5.14267.1	prot_S-promiscuus_M_contig7.17451.1
OG0007213	Ddudresnayi_g16691.t1	prot_D-herbacea_M_contig103.511.1	Ec-04_006120.1	Upin_00020469	prot_S-ischiensis_contig24.7435.1	prot_S-promiscuus_M_contig7.17479.1
OG0007214	Ddudresnayi_g16694.t1	prot_D-herbacea_M_contig103.508.1	Ec-04_006130.1	Upin_00020470	prot_S-ischiensis_contig5.14264.1	prot_S-promiscuus_M_contig7.17486.1
OG0007215	Ddudresnayi_g16700.t1, Ddudresnayi_g16701.t1	prot_D-herbacea_M_contig103.502.1	Ec-04_006170.1	Upin_00020472		prot_S-promiscuus_M_contig7.17485.1
